orderId,customerId,category,quantity,price,orderDate
O0612,C053,Sports,4,1999,2026-08-16
O0613,C063,Clothing,1,7999,2026-01-16
O0614,C098,Clothing,3,199,2026-05-21
O0615,C029,Beauty,3,499,2026-08-23
O0616,C073,Sports,4,4999,2026-09-19
O0617,C015,Beauty,1,999,2026-07-07
O0618,C070,Electronics,4,4999,2026-04-22
O0619,C055,Electronics,2,999,2026-01-17
O0620,C058,Books,3,299,2026-08-13
O0621,C016,Clothing,2,14999,2026-06-29
O0622,C091,Beauty,4,499,2026-03-13
O0623,C027,Clothing,1,7999,2026-06-29
O0624,C069,Books,5,4999,2026-03-28
O0625,C042,Sports,3,999,2026-05-17
O0626,C066,Sports,1,499,2026-07-30
O0627,C008,Books,2,14999,2026-03-09
O0628,C032,Clothing,3,799,2026-07-21
O0629,C063,Clothing,5,9999,2026-05-18
O0630,C081,Home,4,2499,2026-02-08
O0631,C082,Electronics,4,4999,2026-05-23
O0632,C089,Books,4,2499,2026-06-17
O0633,C075,Electronics,1,14999,2026-08-23
O0634,C082,Sports,3,299,2026-07-23
O0635,C028,Home,2,2499,2026-05-18
O0636,C042,Books,3,4999,2026-03-08
O0637,C073,Home,3,9999,2026-01-25
O0638,C006,Electronics,4,199,2026-03-05
O0639,C021,Home,4,199,2026-08-08
O0640,C026,Sports,2,9999,2026-06-04
O0641,C021,Books,1,9999,2026-07-04
O0642,C033,Electronics,3,9999,2026-03-26
O0643,C007,Home,3,14999,2026-04-30
O0644,C055,Sports,1,14999,2026-02-18
O0645,C001,Clothing,4,299,2026-03-09
O0646,C076,Clothing,5,9999,2026-08-16
O0647,C002,Electronics,3,299,2026-08-05
O0648,C089,Clothing,4,299,2026-04-28
O0649,C050,Electronics,1,299,2026-06-10
O0650,C048,Books,2,1999,2026-03-10
O0651,C083,Sports,2,299,2026-01-05
O0652,C079,Sports,2,2499,2026-06-29
O0653,C093,Clothing,2,1999,2026-08-15
O0654,C028,Electronics,1,499,2026-03-05
O0655,C076,Sports,4,1499,2026-08-08
O0656,C041,Clothing,2,999,2026-02-13
O0657,C032,Beauty,5,7999,2026-05-26
O0658,C100,Sports,1,9999,2026-06-04
O0659,C027,Beauty,5,4999,2026-04-07
O0660,C096,Home,3,9999,2026-01-28
O0661,C031,Home,4,299,2026-05-04
O0662,C064,Sports,5,299,2026-09-28
O0663,C002,Books,3,499,2026-07-18
O0664,C073,Home,3,4999,2026-03-30
O0665,C098,Home,1,199,2026-02-04
O0666,C002,Books,2,199,2026-01-31
O0667,C051,Beauty,3,9999,2026-09-14
O0668,C099,Home,4,14999,2026-07-25
O0669,C011,Sports,5,4999,2026-03-20
O0670,C036,Electronics,3,299,2026-09-19
O0671,C027,Clothing,5,1499,2026-07-20
O0672,C076,Sports,1,999,2026-08-12
O0673,C094,Clothing,1,799,2026-02-14
O0674,C056,Electronics,4,7999,2026-01-29
O0675,C040,Sports,2,299,2026-01-07
O0676,C091,Clothing,1,499,2026-09-12
O0677,C045,Beauty,5,14999,2026-05-13
O0678,C022,Books,2,14999,2026-05-18
O0679,C094,Electronics,1,1499,2026-08-08
O0680,C035,Beauty,1,999,2026-02-09
O0681,C064,Home,5,1499,2026-01-29
O0682,C064,Beauty,2,1499,2026-03-22
O0683,C033,Electronics,5,9999,2026-03-01
O0684,C030,Sports,5,199,2026-01-23
O0685,C002,Clothing,1,2499,2026-07-06
O0686,C050,Clothing,2,199,2026-08-03
O0687,C029,Books,2,1999,2026-06-13
O0688,C035,Electronics,5,1499,2026-03-03
O0689,C065,Sports,1,499,2026-04-25
O0690,C067,Electronics,4,299,2026-08-27
O0691,C037,Books,3,299,2026-08-22
O0692,C002,Books,2,999,2026-06-05
O0693,C095,Beauty,2,2499,2026-07-08
O0694,C076,Home,2,14999,2026-05-06
O0695,C020,Electronics,4,199,2026-04-30
O0696,C070,Books,1,1499,2026-01-01
O0697,C098,Sports,4,14999,2026-06-07
O0698,C014,Clothing,5,799,2026-08-03
O0699,C063,Electronics,2,14999,2026-05-24
O0700,C012,Electronics,2,4999,2026-07-31
O0701,C090,Books,4,14999,2026-02-13
O0702,C075,Electronics,5,499,2026-07-21
O0703,C010,Beauty,5,199,2026-08-11
O0704,C085,Clothing,2,999,2026-05-14
O0705,C041,Home,3,1499,2026-08-20
O0706,C035,Clothing,1,799,2026-03-11
O0707,C100,Beauty,1,499,2026-02-24
O0708,C022,Home,4,1499,2026-07-28
O0709,C016,Beauty,3,799,2026-08-20
O0710,C040,Home,3,299,2026-02-16
O0711,C021,Sports,3,14999,2026-01-21
O0712,C028,Books,2,299,2026-05-08
O0713,C046,Home,5,199,2026-06-03
O0714,C034,Clothing,1,1999,2026-08-20
O0715,C072,Sports,5,799,2026-02-18
O0716,C060,Electronics,2,299,2026-01-07
O0717,C008,Clothing,2,799,2026-07-25
O0718,C048,Sports,1,7999,2026-05-13
O0719,C010,Electronics,1,799,2026-08-16
O0720,C017,Electronics,3,299,2026-01-22
O0721,C060,Electronics,2,7999,2026-08-10
O0722,C093,Home,4,199,2026-07-15
O0723,C088,Home,2,1499,2026-04-20
O0724,C024,Books,3,2499,2026-03-18
O0725,C005,Beauty,5,7999,2026-05-06
O0726,C083,Books,4,1999,2026-09-03
O0727,C008,Electronics,3,1999,2026-03-12
O0728,C054,Clothing,5,799,2026-01-10
O0729,C049,Sports,3,2499,2026-09-06
O0730,C045,Beauty,5,1499,2026-07-18
O0731,C035,Clothing,1,1499,2026-04-23
O0732,C004,Books,1,2499,2026-07-03
O0733,C099,Beauty,2,499,2026-02-21
O0734,C032,Sports,2,999,2026-01-29
O0735,C098,Clothing,5,1999,2026-07-01
O0736,C023,Clothing,2,7999,2026-06-12
O0737,C095,Sports,3,7999,2026-01-15
O0738,C091,Sports,3,7999,2026-03-14
O0739,C073,Clothing,4,4999,2026-06-08
O0740,C023,Home,1,299,2026-01-29
O0741,C030,Beauty,2,199,2026-09-27
O0742,C062,Electronics,3,7999,2026-04-14
O0743,C017,Books,2,1499,2026-01-31
O0744,C003,Clothing,5,14999,2026-03-14
O0745,C100,Electronics,5,1499,2026-02-07
O0746,C048,Sports,4,7999,2026-02-21
O0747,C044,Books,3,499,2026-03-22
O0748,C094,Home,4,9999,2026-06-12
O0749,C023,Sports,5,14999,2026-07-02
O0750,C029,Sports,5,499,2026-07-13
O0751,C040,Sports,3,499,2026-04-01
O0752,C094,Electronics,5,1999,2026-01-17
O0753,C024,Beauty,3,7999,2026-04-24
O0754,C082,Beauty,1,2499,2026-03-14
O0755,C043,Sports,1,799,2026-06-27
O0756,C041,Clothing,1,14999,2026-06-21
O0757,C058,Electronics,3,799,2026-05-08
O0758,C089,Electronics,3,999,2026-02-25
O0759,C093,Electronics,1,1999,2026-08-13
O0760,C094,Home,2,1999,2026-09-10
O0761,C049,Books,5,1999,2026-02-21
O0762,C062,Beauty,2,499,2026-08-20
O0763,C010,Electronics,3,199,2026-06-13
O0764,C034,Electronics,1,1499,2026-03-29
O0765,C049,Clothing,1,4999,2026-02-17
O0766,C044,Beauty,5,2499,2026-01-16
O0767,C056,Sports,2,7999,2026-08-11
O0768,C021,Electronics,1,1499,2026-04-16
O0769,C025,Home,5,14999,2026-05-16
O0770,C085,Books,3,799,2026-02-19
O0771,C007,Home,5,4999,2026-09-09
O0772,C020,Electronics,3,199,2026-08-07
O0773,C012,Books,5,2499,2026-04-13
O0774,C013,Electronics,2,499,2026-05-30
O0775,C011,Home,1,999,2026-07-23
O0776,C061,Home,3,299,2026-07-18
O0777,C024,Books,4,1499,2026-04-06
O0778,C058,Electronics,3,2499,2026-08-27
O0779,C034,Clothing,3,7999,2026-02-01
O0780,C020,Sports,1,299,2026-06-26
O0781,C070,Home,5,799,2026-02-01
O0782,C050,Beauty,4,4999,2026-09-01
O0783,C074,Clothing,4,999,2026-02-10
O0784,C051,Sports,1,4999,2026-09-22
O0785,C074,Sports,5,499,2026-03-03
O0786,C097,Home,2,499,2026-04-19
O0787,C025,Clothing,1,1999,2026-02-10
O0788,C088,Home,2,9999,2026-03-17
O0789,C077,Books,3,14999,2026-02-04
O0790,C012,Home,5,1999,2026-06-16
O0791,C036,Beauty,4,199,2026-09-25
O0792,C054,Electronics,4,499,2026-03-17
O0793,C073,Beauty,5,299,2026-02-24
O0794,C073,Electronics,3,4999,2026-06-26
O0795,C053,Books,4,9999,2026-09-06
O0796,C074,Beauty,4,199,2026-03-30
O0797,C036,Home,2,7999,2026-07-25
O0798,C005,Home,3,14999,2026-05-02
O0799,C007,Sports,4,999,2026-07-10
O0800,C003,Books,3,999,2026-05-24
O0801,C063,Sports,1,799,2026-03-10
O0802,C039,Sports,4,1499,2026-05-18
O0803,C094,Home,5,9999,2026-02-15
O0804,C025,Home,2,1999,2026-09-06
O0805,C098,Beauty,3,199,2026-09-21
O0806,C021,Electronics,3,14999,2026-09-17
O0807,C052,Clothing,5,7999,2026-01-15
O0808,C023,Clothing,2,199,2026-05-08
O0809,C005,Home,1,1499,2026-04-12
O0810,C036,Books,4,4999,2026-07-23
O0811,C082,Electronics,1,799,2026-07-10
O0812,C063,Beauty,4,499,2026-08-31
O0813,C076,Beauty,3,1499,2026-03-25
O0814,C034,Sports,1,999,2026-01-15
O0815,C050,Electronics,2,7999,2026-04-20
O0816,C029,Sports,2,9999,2026-04-16
O0817,C035,Sports,4,4999,2026-01-11
O0818,C100,Sports,1,2499,2026-03-09
O0819,C083,Clothing,5,199,2026-04-25
O0820,C033,Beauty,3,14999,2026-05-21
O0821,C055,Home,3,2499,2026-05-10
O0822,C028,Home,3,9999,2026-09-24
O0823,C080,Home,5,299,2026-01-04
O0824,C066,Sports,3,4999,2026-05-25
O0825,C039,Sports,1,2499,2026-02-02
O0826,C044,Books,3,999,2026-05-14
O0827,C084,Sports,3,799,2026-03-18
O0828,C067,Clothing,1,7999,2026-07-26
O0829,C085,Books,2,14999,2026-01-14
O0830,C084,Home,3,999,2026-08-03
O0831,C052,Home,1,7999,2026-04-08
O0832,C044,Sports,2,9999,2026-09-01
O0833,C086,Books,5,999,2026-03-29
O0834,C085,Beauty,2,999,2026-02-19
O0835,C061,Clothing,3,14999,2026-04-04
O0836,C088,Books,1,799,2026-07-01
O0837,C029,Sports,3,1999,2026-06-19
O0838,C048,Books,5,999,2026-08-26
O0839,C016,Home,1,9999,2026-02-06
O0840,C061,Clothing,5,299,2026-07-15
O0841,C068,Books,4,199,2026-03-19
O0842,C018,Clothing,3,1999,2026-08-23
O0843,C019,Books,2,299,2026-09-07
O0844,C043,Sports,2,1499,2026-01-30
O0845,C001,Home,3,799,2026-03-28
O0846,C074,Clothing,4,299,2026-03-08
O0847,C079,Home,4,1999,2026-08-08
O0848,C062,Home,1,199,2026-04-13
O0849,C094,Books,1,1499,2026-04-08
O0850,C003,Sports,1,9999,2026-05-08
O0851,C029,Sports,3,999,2026-03-08
O0852,C014,Home,5,7999,2026-06-06
O0853,C022,Electronics,1,999,2026-05-29
O0854,C059,Sports,5,7999,2026-09-26
O0855,C044,Home,2,1499,2026-09-08
O0856,C046,Clothing,2,1999,2026-01-10
O0857,C030,Clothing,2,799,2026-01-12
O0858,C076,Beauty,2,299,2026-07-07
O0859,C092,Sports,1,1999,2026-05-11
O0860,C099,Beauty,5,199,2026-01-25
O0861,C085,Electronics,1,199,2026-03-01
O0862,C054,Home,4,299,2026-05-10
O0863,C061,Sports,2,799,2026-01-05
O0864,C039,Home,1,9999,2026-09-24
O0865,C035,Beauty,5,14999,2026-03-12
O0866,C054,Electronics,5,14999,2026-03-02
O0867,C037,Electronics,1,2499,2026-04-12
O0868,C078,Clothing,3,4999,2026-04-14
O0869,C046,Sports,4,999,2026-03-24
O0870,C006,Beauty,4,799,2026-09-04
O0871,C043,Clothing,1,199,2026-02-15
O0872,C015,Beauty,4,499,2026-02-16
O0873,C100,Beauty,1,14999,2026-02-21
O0874,C033,Sports,2,2499,2026-06-01
O0875,C034,Home,1,299,2026-03-31
O0876,C006,Books,3,9999,2026-06-10
O0877,C055,Sports,1,299,2026-01-24
O0878,C002,Clothing,2,1499,2026-07-03
O0879,C057,Beauty,3,14999,2026-02-17
O0880,C048,Books,2,299,2026-07-25
O0881,C052,Home,3,1999,2026-09-02
O0882,C054,Sports,2,299,2026-03-09
O0883,C090,Sports,1,499,2026-02-23
O0884,C054,Beauty,4,7999,2026-08-13
O0885,C024,Beauty,4,1499,2026-01-15
O0886,C088,Sports,2,2499,2026-09-07
O0887,C015,Home,4,199,2026-02-02
O0888,C034,Sports,3,199,2026-09-26
O0889,C099,Sports,5,14999,2026-04-25
O0890,C086,Books,5,4999,2026-02-18
O0891,C056,Sports,2,2499,2026-06-27
O0892,C085,Sports,4,499,2026-01-28
O0893,C002,Sports,2,4999,2026-08-29
O0894,C064,Clothing,1,2499,2026-06-14
O0895,C031,Books,3,199,2026-09-17
O0896,C029,Beauty,4,1999,2026-05-01
O0897,C011,Home,4,7999,2026-08-18
O0898,C012,Home,4,1499,2026-03-02
O0899,C064,Sports,1,299,2026-07-26
O0900,C053,Electronics,5,4999,2026-01-01
O0901,C012,Beauty,5,9999,2026-06-05
O0902,C066,Beauty,2,9999,2026-08-22
O0903,C044,Books,1,799,2026-08-21
O0904,C043,Beauty,5,7999,2026-08-31
O0905,C092,Sports,3,14999,2026-08-20
O0906,C015,Electronics,2,199,2026-06-24
O0907,C046,Sports,3,4999,2026-09-25
O0908,C048,Sports,1,199,2026-03-26
O0909,C064,Clothing,4,299,2026-05-11
O0910,C079,Clothing,2,299,2026-07-21
O0911,C028,Home,2,14999,2026-06-23
O0912,C014,Home,1,9999,2026-03-05
O0913,C099,Home,4,9999,2026-09-16
O0914,C018,Home,1,4999,2026-01-25
O0915,C071,Home,5,2499,2026-09-18
O0916,C100,Clothing,5,499,2026-03-07
O0917,C014,Home,5,7999,2026-06-14
O0918,C065,Home,4,7999,2026-05-08
O0919,C036,Home,3,999,2026-08-20
O0920,C018,Clothing,4,7999,2026-09-20
O0921,C039,Sports,5,1499,2026-04-22
O0922,C026,Clothing,5,14999,2026-05-29
O0923,C088,Books,2,14999,2026-04-02
O0924,C065,Beauty,3,14999,2026-03-01
O0925,C098,Books,5,2499,2026-08-02
O0926,C087,Sports,5,999,2026-08-05
O0927,C002,Beauty,1,199,2026-07-15
O0928,C019,Electronics,1,799,2026-05-17
O0929,C097,Clothing,3,9999,2026-05-09
O0930,C019,Electronics,3,799,2026-01-17
O0931,C046,Home,1,7999,2026-04-25
O0932,C096,Sports,5,1999,2026-05-02
O0933,C066,Sports,3,14999,2026-01-25
O0934,C049,Home,4,9999,2026-06-10
O0935,C071,Electronics,1,14999,2026-05-09
O0936,C026,Beauty,4,799,2026-07-08
O0937,C097,Beauty,5,14999,2026-04-11
O0938,C100,Sports,2,999,2026-08-18
O0939,C023,Sports,1,499,2026-03-30
O0940,C095,Beauty,1,1999,2026-01-21
O0941,C055,Books,5,999,2026-03-08
O0942,C021,Beauty,3,199,2026-06-19
O0943,C060,Sports,2,199,2026-03-20
O0944,C042,Beauty,1,9999,2026-06-04
O0945,C063,Beauty,5,1499,2026-02-07
O0946,C091,Books,5,799,2026-04-05
O0947,C067,Electronics,5,499,2026-08-01
O0948,C070,Beauty,4,299,2026-06-28
O0949,C029,Clothing,3,1499,2026-07-04
O0950,C038,Clothing,5,4999,2026-09-01
O0951,C072,Sports,1,299,2026-06-27
O0952,C058,Clothing,5,7999,2026-05-05
O0953,C006,Sports,3,1999,2026-02-28
O0954,C050,Books,5,14999,2026-05-25
O0955,C004,Beauty,3,4999,2026-09-18
O0956,C058,Home,1,999,2026-04-09
O0957,C042,Beauty,1,299,2026-03-27
O0958,C099,Beauty,5,199,2026-02-03
O0959,C027,Sports,2,9999,2026-08-06
O0960,C014,Clothing,5,14999,2026-08-11
O0961,C083,Electronics,2,199,2026-08-24
O0962,C092,Books,1,299,2026-02-07
O0963,C007,Clothing,3,4999,2026-02-06
O0964,C074,Clothing,3,1999,2026-07-18
O0965,C058,Sports,4,1999,2026-06-11
O0966,C003,Home,1,4999,2026-01-04
O0967,C083,Sports,5,299,2026-01-24
O0968,C090,Electronics,3,4999,2026-02-24
O0969,C038,Sports,3,7999,2026-02-14
O0970,C037,Home,4,1999,2026-01-16
O0971,C061,Clothing,5,799,2026-03-11
O0972,C096,Home,5,999,2026-03-15
O0973,C039,Sports,3,199,2026-03-14
O0974,C016,Electronics,1,7999,2026-07-21
O0975,C069,Beauty,1,999,2026-04-18
O0976,C096,Sports,3,799,2026-07-31
O0977,C083,Beauty,2,499,2026-04-05
O0978,C029,Beauty,3,799,2026-02-28
O0979,C024,Sports,5,199,2026-08-25
O0980,C083,Beauty,1,999,2026-02-04
O0981,C033,Electronics,2,14999,2026-09-07
O0982,C043,Books,2,9999,2026-05-01
O0983,C013,Books,5,299,2026-04-10
O0984,C041,Home,4,1499,2026-06-06
O0985,C089,Beauty,2,7999,2026-07-06
O0986,C041,Home,2,199,2026-06-10
O0987,C032,Clothing,4,999,2026-07-04
O0988,C018,Sports,3,2499,2026-08-25
O0989,C058,Books,3,2499,2026-02-25
O0990,C023,Sports,5,299,2026-05-24
O0991,C018,Beauty,2,999,2026-02-09
O0992,C094,Electronics,1,4999,2026-01-16
O0993,C075,Beauty,4,7999,2026-04-19
O0994,C005,Beauty,3,4999,2026-08-30
O0995,C084,Clothing,3,1999,2026-04-25
O0996,C099,Beauty,3,499,2026-08-26
O0997,C065,Beauty,1,1999,2026-07-06
O0998,C065,Electronics,2,7999,2026-03-26
O0999,C097,Beauty,2,2499,2026-03-23
O1000,C023,Beauty,5,9999,2026-03-16
